ap_Age,ap_Education,ap_YearsOfExperience,ap_TechnicalScore,ap_InterviewScore,ap_PreviouEmployment,em_Age,em_Education,em_YearsOfExperience,em_TechnicalScore,em_InterviewScore,em_PreviouEmployment,Suitable
53,2,34,29,9,Yes,28,3,8,54,7,Yes,No
25,3,5,86,2,Yes,38,3,5,93,4,Yes,No
55,3,22,77,7,Yes,18,2,24,82,6,Yes,No
33,2,11,3,7,Yes,25,3,28,2,5,Yes,No
31,2,38,55,8,Yes,47,1,17,28,6,Yes,No
35,3,39,43,5,Yes,35,1,12,47,4,Yes,No
39,3,5,76,7,Yes,35,3,30,97,5,Yes,No
34,2,29,80,3,Yes,40,1,1,47,4,Yes,No
49,2,22,95,1,Yes,51,1,30,99,7,Yes,No
45,1,33,54,4,Yes,32,3,13,31,9,Yes,No
59,2,22,88,2,Yes,42,3,24,60,9,Yes,Yes
32,3,26,35,9,Yes,33,2,15,41,5,Yes,Yes
48,1,16,48,9,Yes,52,2,15,38,1,Yes,No
27,1,32,56,4,Yes,22,3,39,65,8,Yes,No
22,2,1,51,4,Yes,52,1,3,90,4,Yes,No
34,3,23,48,4,Yes,33,3,22,86,6,Yes,No
25,3,15,79,1,Yes,33,1,34,70,5,Yes,No
42,2,11,17,8,Yes,46,3,36,64,6,Yes,No
54,2,28,88,8,Yes,21,1,6,11,3,Yes,No
54,3,10,80,9,Yes,28,1,23,35,4,Yes,No
22,3,21,7,6,Yes,33,3,5,7,9,Yes,No
23,1,2,44,8,Yes,19,1,17,91,6,Yes,No
23,2,3,21,1,Yes,36,3,7,72,6,Yes,No
33,3,25,94,6,Yes,38,3,29,86,5,Yes,No
43,2,37,62,9,Yes,52,2,6,68,9,Yes,No
27,2,18,49,4,Yes,46,3,9,45,7,Yes,No
50,2,16,1,9,Yes,22,1,33,93,5,Yes,No
54,1,18,14,8,Yes,58,3,14,88,3,Yes,No
39,1,24,10,4,Yes,24,2,10,88,1,Yes,No
29,2,37,91,3,Yes,28,2,13,90,3,Yes,No
26,2,19,16,9,Yes,20,1,13,25,4,Yes,No
27,1,31,62,4,Yes,20,2,34,38,2,Yes,No
33,3,15,54,1,Yes,48,3,0,61,3,Yes,No
20,3,28,33,8,Yes,36,3,25,94,7,Yes,Yes
46,1,30,72,1,Yes,30,1,6,18,2,Yes,No
56,1,35,91,9,Yes,47,2,26,39,6,Yes,No
46,3,1,4,3,Yes,43,3,23,28,8,Yes,No
42,2,17,47,9,Yes,33,2,20,98,8,Yes,No
44,3,10,4,5,Yes,57,1,13,63,8,Yes,No
53,1,35,66,4,Yes,52,2,1,74,1,Yes,No
18,2,23,40,5,Yes,42,1,27,78,9,Yes,No
47,2,38,47,7,Yes,54,2,3,50,2,Yes,No
21,3,18,57,4,Yes,45,1,21,60,2,Yes,No
29,3,14,72,5,Yes,49,3,18,56,6,Yes,No
56,1,10,18,6,Yes,36,1,19,35,9,Yes,No
38,1,19,20,4,Yes,25,3,13,91,3,Yes,No
45,1,0,51,2,Yes,35,3,23,63,5,Yes,No
54,1,22,87,5,Yes,45,1,15,76,1,Yes,No
34,3,19,86,7,Yes,39,1,9,71,8,Yes,No
51,3,21,72,3,Yes,48,2,24,70,8,Yes,No
55,1,28,25,8,Yes,40,2,19,18,7,Yes,No
38,2,21,19,3,Yes,39,2,18,18,7,Yes,No
50,2,18,63,8,Yes,53,1,38,90,1,Yes,No
21,3,5,71,8,Yes,53,1,19,80,9,Yes,No
50,3,23,34,7,Yes,38,2,23,4,9,Yes,No
35,1,23,6,7,Yes,18,3,35,35,1,Yes,No
54,3,24,54,4,Yes,31,2,13,59,4,Yes,No
48,3,26,84,6,Yes,53,1,5,44,6,Yes,No
25,3,38,47,9,Yes,56,1,1,2,6,Yes,No
49,2,37,77,2,Yes,23,2,27,2,1,Yes,No
37,1,23,58,6,Yes,38,3,37,61,7,Yes,No
41,3,13,84,9,Yes,26,3,32,52,6,Yes,No
39,3,20,88,7,Yes,26,1,17,20,4,Yes,No
25,2,12,82,6,Yes,19,1,2,86,8,Yes,Yes
58,3,19,87,4,Yes,50,3,9,86,2,Yes,No
59,3,20,68,6,Yes,33,1,33,38,7,Yes,No
21,3,15,57,6,Yes,22,2,34,77,7,Yes,No
20,2,34,59,2,Yes,27,3,21,28,2,Yes,No
50,3,3,52,8,Yes,25,3,19,2,6,Yes,No
54,1,14,59,4,Yes,52,1,19,76,3,Yes,No
54,3,9,42,2,Yes,48,2,21,87,2,Yes,No
24,3,21,97,1,Yes,31,3,17,61,2,Yes,No
30,2,14,9,1,Yes,30,3,18,90,6,Yes,No
57,1,7,21,8,Yes,35,3,10,1,3,Yes,Yes
18,1,22,67,3,Yes,26,3,9,5,1,Yes,No
32,1,8,35,7,Yes,43,1,26,36,2,Yes,No
44,3,24,57,5,Yes,29,1,14,92,8,Yes,No
30,1,21,64,5,Yes,55,2,19,9,7,Yes,No
52,3,35,24,2,Yes,23,3,34,44,8,Yes,No
41,2,22,71,8,Yes,21,3,9,86,8,Yes,No
36,1,30,8,3,Yes,37,2,23,40,5,Yes,Yes
20,3,29,37,4,Yes,50,1,4,48,3,Yes,No
33,1,33,31,1,Yes,46,2,7,27,7,Yes,No
49,2,37,99,3,Yes,34,1,36,88,5,Yes,No
50,1,38,90,7,Yes,24,3,13,38,9,Yes,No
52,1,8,91,6,Yes,23,2,13,75,7,Yes,No
55,3,35,89,4,Yes,52,3,13,70,6,Yes,Yes
52,2,17,83,9,Yes,35,2,31,2,6,Yes,No
31,1,15,1,8,Yes,37,1,13,33,3,Yes,No
41,2,4,53,7,Yes,27,3,1,14,7,Yes,No
22,2,16,39,2,Yes,50,2,7,98,2,Yes,No
53,3,1,62,2,Yes,54,2,10,76,7,Yes,No
21,1,2,22,9,Yes,53,3,16,43,9,Yes,No
31,2,11,42,7,Yes,34,2,29,52,7,Yes,No
21,3,0,4,3,Yes,42,3,20,2,1,Yes,No
23,1,26,44,6,Yes,38,3,22,25,5,Yes,No
35,2,0,78,5,Yes,35,1,12,70,8,Yes,No
24,3,39,95,3,Yes,51,3,6,28,9,Yes,No
48,1,31,7,6,Yes,27,2,39,40,3,Yes,No
22,2,14,95,6,Yes,35,3,11,14,3,Yes,No
58,2,23,4,8,Yes,26,1,13,45,1,Yes,No
54,1,19,47,3,Yes,39,2,19,34,5,Yes,No
54,2,35,78,1,Yes,47,2,26,75,5,Yes,No
57,2,19,24,5,Yes,19,1,17,93,1,Yes,No
26,2,36,19,1,Yes,27,3,15,95,5,Yes,No
36,3,8,15,4,Yes,29,1,22,57,7,Yes,No
35,1,21,22,5,Yes,48,1,24,30,9,Yes,No
27,1,12,63,1,Yes,41,1,7,97,9,Yes,No
46,2,20,67,1,Yes,51,2,11,28,5,Yes,No
42,2,12,50,7,Yes,23,3,35,24,7,Yes,No
19,2,14,78,1,Yes,22,1,23,17,8,Yes,No
50,3,22,97,7,Yes,57,2,14,31,6,Yes,No
49,2,39,70,8,Yes,41,3,4,35,5,Yes,No
44,3,18,75,7,Yes,26,3,8,83,4,Yes,No
44,2,17,93,6,Yes,41,3,37,33,5,Yes,No
43,3,32,39,7,Yes,58,2,32,58,6,Yes,No
32,1,2,51,4,Yes,40,2,35,75,6,Yes,No
30,1,4,46,8,Yes,38,3,6,11,5,Yes,No
33,1,13,11,9,Yes,41,1,6,44,2,Yes,No
51,2,18,59,6,Yes,45,3,5,98,4,Yes,No
54,2,5,58,5,Yes,18,1,6,55,8,Yes,No
23,3,18,35,9,Yes,55,3,36,38,1,Yes,Yes
31,1,1,30,4,Yes,23,2,5,22,1,Yes,No
40,2,33,58,8,Yes,49,2,36,95,3,Yes,No
38,2,3,59,4,Yes,20,1,2,96,7,Yes,No
43,3,4,26,5,Yes,22,2,8,92,4,Yes,No
42,1,38,21,4,Yes,53,2,39,42,8,Yes,Yes
21,1,17,89,1,Yes,57,3,17,32,5,Yes,No
31,1,28,58,5,Yes,48,1,38,93,8,Yes,No
52,2,31,26,8,Yes,46,2,34,60,5,Yes,No
23,3,2,11,3,Yes,28,2,4,98,8,Yes,No
21,3,15,36,3,Yes,21,3,36,61,1,Yes,No
23,2,32,98,2,Yes,43,3,24,39,4,Yes,No
55,3,18,45,6,Yes,30,2,28,41,7,Yes,No
23,2,34,83,8,Yes,35,3,25,27,5,Yes,Yes
47,2,29,83,1,Yes,25,1,10,52,2,Yes,No
18,1,7,83,8,Yes,35,2,12,57,1,Yes,No
25,3,24,25,5,Yes,51,2,13,28,9,Yes,No
33,3,13,5,9,Yes,37,3,2,12,1,Yes,No
39,3,38,21,8,Yes,21,3,20,93,9,Yes,No
38,2,8,76,8,Yes,55,3,24,47,8,Yes,No
21,1,31,34,7,Yes,48,2,0,37,2,Yes,No
24,2,19,16,3,Yes,48,3,28,8,2,Yes,No
53,2,0,46,9,Yes,28,3,37,32,1,Yes,No
45,1,28,35,3,Yes,26,3,37,18,1,Yes,No
27,1,10,87,5,Yes,57,1,15,53,9,Yes,No
46,3,5,73,4,Yes,24,1,3,14,8,Yes,No
28,2,35,5,6,Yes,28,3,31,22,1,Yes,No
42,2,14,95,1,Yes,23,1,7,21,2,Yes,No
37,1,11,82,1,Yes,26,2,26,36,7,Yes,No
54,3,37,98,5,Yes,19,1,39,81,3,Yes,No
27,2,31,98,8,Yes,28,1,21,58,7,Yes,No
28,3,0,42,9,Yes,48,3,38,88,5,Yes,Yes
25,2,5,70,2,Yes,42,1,27,27,7,Yes,No
37,3,2,53,7,Yes,52,3,12,87,6,Yes,No
32,3,18,39,1,Yes,43,1,2,19,9,Yes,No
47,1,6,12,9,Yes,22,2,10,63,8,Yes,No
44,2,1,53,2,Yes,51,3,1,67,7,Yes,No
59,2,35,86,9,Yes,31,1,18,88,9,Yes,No
49,2,7,53,5,Yes,38,3,13,38,7,Yes,Yes
31,3,25,40,9,Yes,24,2,15,9,7,Yes,No
27,3,5,6,5,Yes,54,2,21,11,2,Yes,No
42,2,17,83,4,Yes,41,1,39,36,4,Yes,No
31,3,21,48,7,Yes,36,2,37,99,2,Yes,No
22,2,4,75,6,Yes,26,3,38,20,4,Yes,No
23,3,0,12,9,Yes,42,1,24,47,4,Yes,No
48,1,12,6,8,Yes,29,3,25,57,9,Yes,No
34,1,25,75,3,Yes,47,2,26,70,5,Yes,No
41,1,23,1,1,Yes,33,3,26,80,9,Yes,No
22,2,33,87,6,Yes,59,2,17,48,5,Yes,No
59,1,7,81,6,Yes,27,2,25,49,3,Yes,No
36,3,20,87,2,Yes,47,3,2,78,4,Yes,No
55,1,6,56,2,Yes,27,1,6,27,6,Yes,No
18,2,0,86,7,Yes,29,1,18,24,3,Yes,No
32,3,24,78,9,Yes,35,2,9,69,9,Yes,No
31,1,12,49,4,Yes,46,2,19,10,1,Yes,No
31,2,12,95,2,Yes,23,1,11,61,6,Yes,No
38,3,17,64,9,Yes,53,1,29,45,8,Yes,No
19,2,9,82,4,Yes,19,1,7,30,4,Yes,No
18,3,36,2,5,Yes,26,2,26,88,8,Yes,No
38,2,0,77,3,Yes,23,3,25,88,4,Yes,No
43,1,11,35,3,Yes,28,2,28,65,8,Yes,No
22,2,21,57,2,Yes,18,1,19,73,8,Yes,No
42,2,22,73,6,Yes,35,2,19,44,4,Yes,No
40,1,35,36,9,Yes,39,3,2,40,9,Yes,No
37,2,16,37,2,Yes,29,1,4,68,3,Yes,No
19,2,30,65,8,Yes,55,3,2,10,8,Yes,No
41,2,26,65,3,Yes,35,1,11,79,7,Yes,No
39,3,26,21,8,Yes,35,2,37,17,2,Yes,No
31,1,14,67,6,Yes,34,3,11,51,1,Yes,No
49,2,9,60,4,Yes,19,2,7,19,1,Yes,No
27,2,20,25,7,Yes,48,3,29,68,9,Yes,No
47,1,22,74,5,Yes,22,3,0,85,9,Yes,No
34,1,10,65,2,Yes,59,2,1,70,4,Yes,No
41,3,26,1,7,Yes,36,1,29,31,6,Yes,Yes
43,1,20,69,4,Yes,43,1,37,26,7,Yes,No
41,3,16,51,9,Yes,58,1,3,91,4,Yes,No
52,2,32,26,4,Yes,49,2,15,68,3,Yes,No
58,2,32,58,5,Yes,30,3,24,94,4,Yes,No
18,1,14,29,9,Yes,38,3,10,95,1,Yes,No
37,3,27,79,8,Yes,39,1,38,35,1,Yes,No
41,1,1,57,6,Yes,18,3,24,80,4,Yes,No
41,1,39,61,7,Yes,21,1,15,70,2,Yes,Yes
49,2,13,61,1,Yes,57,1,3,85,6,Yes,No
33,1,10,33,9,Yes,23,2,15,18,7,Yes,No
39,1,22,68,7,Yes,32,3,6,5,2,Yes,No
23,3,18,71,4,Yes,47,2,39,12,9,Yes,No
22,3,38,65,7,Yes,53,1,30,2,1,Yes,No
32,3,12,64,5,Yes,19,2,17,45,6,Yes,No
24,3,22,33,3,Yes,38,2,2,97,3,Yes,No
58,1,3,34,8,Yes,45,1,24,63,5,Yes,No
42,3,11,53,1,Yes,35,1,17,69,5,Yes,No
34,1,21,12,1,Yes,30,2,18,18,1,Yes,No
58,3,2,89,2,Yes,28,1,3,57,5,Yes,No
51,2,23,32,1,Yes,39,3,12,65,9,Yes,No
50,3,10,65,9,Yes,50,1,14,78,3,Yes,No
55,3,16,43,1,Yes,55,3,8,26,8,Yes,No
42,3,18,49,4,Yes,47,3,29,22,5,Yes,No
43,3,31,31,6,Yes,32,2,32,95,2,Yes,No
39,1,16,42,1,Yes,53,3,19,47,2,Yes,No
31,3,30,6,5,Yes,37,2,25,54,7,Yes,No
53,1,34,78,9,Yes,56,3,38,20,1,Yes,No
59,3,13,76,8,Yes,39,1,39,78,2,Yes,Yes
51,3,31,1,1,Yes,47,2,6,16,3,Yes,No
50,1,3,36,4,Yes,36,3,15,7,6,Yes,No
38,2,22,12,9,Yes,49,2,16,38,8,Yes,No
34,1,16,20,4,Yes,38,2,24,21,9,Yes,No
57,2,8,54,1,Yes,22,2,17,8,6,Yes,No
24,3,1,52,5,Yes,46,3,35,86,2,Yes,No
55,1,35,77,6,Yes,59,1,36,17,1,Yes,No
47,2,9,10,3,Yes,51,3,35,85,3,Yes,No
37,1,24,92,6,Yes,19,1,8,16,9,Yes,No
36,3,36,80,9,Yes,37,2,20,90,8,Yes,No
45,2,0,37,2,Yes,31,2,18,29,4,Yes,No
55,2,17,54,2,Yes,34,1,6,36,5,Yes,No
32,3,14,49,4,Yes,40,2,26,54,3,Yes,No
25,1,37,58,8,Yes,44,1,11,60,2,Yes,No
22,2,15,73,5,Yes,46,3,18,72,7,Yes,No
53,1,12,79,8,Yes,18,3,33,22,4,Yes,Yes
30,3,34,52,4,Yes,52,3,0,21,3,Yes,No
22,1,19,5,4,Yes,32,3,17,14,8,Yes,No
28,2,16,57,3,Yes,20,3,18,18,9,Yes,No
41,3,39,71,9,Yes,24,3,13,48,1,Yes,No
49,2,12,43,5,Yes,45,2,3,69,7,Yes,No
28,1,33,54,2,Yes,43,2,10,57,6,Yes,No
18,2,2,82,4,Yes,51,1,25,87,6,Yes,No
33,1,30,53,2,Yes,24,2,33,95,8,Yes,No
55,1,6,58,9,Yes,46,1,20,31,6,Yes,No
36,1,20,92,3,Yes,18,2,36,32,6,Yes,No
39,3,14,55,1,Yes,52,2,33,19,4,Yes,No
35,3,18,86,8,Yes,33,3,1,78,8,Yes,No
34,1,30,69,8,Yes,33,2,1,67,2,Yes,No
28,2,25,25,7,Yes,26,3,8,29,3,Yes,No
33,2,10,43,2,Yes,56,2,32,35,6,Yes,Yes
34,2,28,34,5,Yes,51,1,1,28,5,Yes,No
57,1,12,35,7,Yes,36,1,11,39,2,Yes,No
35,3,13,89,4,Yes,54,3,39,39,6,Yes,No
28,2,4,28,9,Yes,36,3,5,79,9,Yes,No
39,3,7,71,6,Yes,40,2,22,58,1,Yes,No
34,3,3,26,3,Yes,19,2,39,7,7,Yes,No
34,3,36,73,6,Yes,23,2,25,79,4,Yes,No
52,1,32,62,2,Yes,18,3,1,73,6,Yes,Yes
49,3,0,9,1,Yes,23,1,1,28,1,Yes,No
42,2,6,49,8,Yes,39,3,38,53,3,Yes,No
53,3,2,29,6,Yes,37,3,7,48,1,Yes,No
39,1,10,58,7,Yes,52,1,35,1,8,Yes,No
47,3,5,20,7,Yes,54,2,5,14,8,Yes,No
59,2,23,65,1,Yes,38,2,29,88,6,Yes,No
59,3,32,2,7,Yes,53,2,32,19,7,Yes,No
42,2,21,1,9,Yes,25,1,39,78,8,Yes,No
38,2,23,77,9,Yes,24,3,15,94,7,Yes,No
57,2,27,99,6,Yes,23,2,13,56,6,Yes,No
26,1,5,86,1,Yes,35,2,35,6,3,Yes,No
43,2,13,6,4,Yes,40,2,30,38,6,Yes,No
55,2,38,32,3,Yes,47,2,10,4,4,Yes,No
42,2,16,37,5,Yes,52,3,16,93,7,Yes,No
56,3,23,3,9,Yes,57,3,26,88,4,Yes,Yes
23,2,14,29,6,Yes,58,1,23,5,7,Yes,No
59,2,11,79,3,Yes,35,2,33,94,3,Yes,No
36,1,28,7,3,Yes,47,3,28,82,1,Yes,No
32,1,26,47,4,Yes,31,1,6,44,4,Yes,No
58,2,8,36,1,Yes,43,2,30,33,7,Yes,No
21,1,7,41,3,Yes,30,1,37,56,5,Yes,No
48,2,37,51,1,Yes,47,1,19,54,5,Yes,No
56,3,20,68,2,Yes,41,1,12,9,8,Yes,No
59,3,35,92,7,Yes,50,3,18,91,1,Yes,No
23,3,3,56,3,Yes,23,3,33,15,7,Yes,No
24,1,7,40,7,Yes,30,3,39,36,5,Yes,No
56,1,14,58,6,Yes,28,3,16,95,8,Yes,No
30,3,20,11,7,Yes,23,2,26,13,2,Yes,No
22,1,13,31,2,Yes,19,1,39,43,1,Yes,No
18,2,6,21,1,Yes,24,2,30,92,5,Yes,No
43,1,1,49,9,Yes,52,1,32,66,7,Yes,No
47,2,25,69,5,Yes,55,3,34,73,7,Yes,No
33,2,6,69,3,Yes,26,1,32,67,4,Yes,No
53,1,5,46,3,Yes,27,1,21,63,9,Yes,No
33,2,31,53,1,Yes,52,2,1,81,3,Yes,No
32,3,16,62,3,Yes,41,3,20,28,1,Yes,No
40,1,12,94,7,Yes,48,3,12,8,6,Yes,No
25,3,8,27,9,Yes,52,1,25,82,1,Yes,No
26,1,17,14,2,Yes,22,2,10,96,4,Yes,No
39,2,7,49,6,Yes,41,2,23,10,3,Yes,No
24,3,3,28,1,Yes,56,3,12,24,8,Yes,No
59,2,37,65,6,Yes,27,2,39,92,1,Yes,No
25,1,29,91,3,Yes,44,2,26,62,2,Yes,No
24,1,36,40,6,Yes,18,1,8,87,7,Yes,No
51,3,10,9,9,Yes,58,3,38,30,1,Yes,No
56,3,13,28,5,Yes,31,3,29,60,4,Yes,No
22,1,16,54,5,Yes,49,3,37,2,8,Yes,No
23,2,7,31,3,Yes,49,1,7,71,7,Yes,No
57,2,29,33,2,Yes,48,3,36,55,1,Yes,No
46,1,19,63,7,Yes,43,1,13,62,6,Yes,No
45,2,26,46,4,Yes,39,1,5,20,4,Yes,No
23,3,15,94,1,Yes,45,1,25,55,6,Yes,No
44,2,5,98,6,Yes,22,1,8,4,9,Yes,No
48,3,37,8,1,Yes,21,1,4,78,5,Yes,No
44,3,13,96,7,Yes,24,2,28,61,1,Yes,No
50,3,1,14,5,Yes,47,2,11,90,3,Yes,Yes
45,1,18,71,5,Yes,40,2,1,30,8,Yes,No
46,2,0,92,7,Yes,33,1,35,29,7,Yes,No
59,2,9,86,3,Yes,23,2,35,60,3,Yes,No
46,1,28,7,6,Yes,37,2,23,39,7,Yes,No
50,3,19,29,2,Yes,41,1,10,49,2,Yes,No
42,2,25,90,4,Yes,35,1,16,16,3,Yes,No
33,3,38,39,8,Yes,24,2,28,96,3,Yes,No
25,1,36,15,1,Yes,27,3,13,89,4,Yes,No
26,1,10,83,4,Yes,28,2,29,19,4,Yes,No
58,2,4,60,3,Yes,49,3,5,1,5,Yes,No
53,2,14,18,5,Yes,54,2,1,64,5,Yes,No
53,3,24,84,3,Yes,59,3,28,2,2,Yes,No
40,3,8,76,9,Yes,46,1,24,69,8,Yes,No
58,2,19,42,8,Yes,28,2,8,63,5,Yes,No
39,3,39,19,1,Yes,43,1,29,83,6,Yes,No
35,3,21,37,9,Yes,58,3,18,8,8,Yes,No
42,1,39,13,8,Yes,48,2,36,88,1,Yes,No
24,3,2,8,1,Yes,57,1,34,90,5,Yes,No
30,1,19,56,3,Yes,44,2,10,79,2,Yes,No
43,3,5,58,5,Yes,36,3,23,77,4,Yes,No
56,1,8,18,6,Yes,32,1,27,81,5,Yes,No
40,1,32,60,5,Yes,59,3,5,17,4,Yes,No
43,2,15,26,3,Yes,21,2,3,25,6,Yes,No
57,3,12,58,5,Yes,44,1,14,66,6,Yes,Yes
27,3,15,90,8,Yes,57,1,9,37,3,Yes,No
43,2,9,47,3,Yes,22,2,5,68,5,Yes,No
46,3,10,85,8,Yes,26,2,4,67,8,Yes,No
59,1,20,38,3,Yes,23,1,14,43,6,Yes,No
33,2,28,4,8,Yes,48,1,34,86,6,Yes,No
34,2,19,90,7,Yes,43,1,27,73,1,Yes,No
27,1,0,98,4,Yes,55,3,7,43,8,Yes,Yes
36,2,11,16,8,Yes,40,2,1,62,3,Yes,No
49,1,29,55,4,Yes,36,2,36,62,7,Yes,No
18,2,25,50,6,Yes,37,1,32,95,9,Yes,No
44,2,29,36,1,Yes,46,2,31,74,2,Yes,No
18,2,8,37,9,Yes,18,3,12,99,6,Yes,No
24,2,26,78,7,Yes,56,2,38,10,2,Yes,No
53,2,34,3,4,Yes,58,1,11,78,9,Yes,No
46,1,28,45,7,Yes,35,3,17,72,6,Yes,No
45,1,9,86,2,Yes,44,1,37,23,9,Yes,No
25,2,20,22,8,Yes,34,2,33,71,2,Yes,No
33,1,0,62,7,Yes,57,2,16,53,8,Yes,No
26,2,18,29,3,Yes,34,1,27,32,2,Yes,No
26,2,9,26,7,Yes,36,3,35,24,5,Yes,No
28,3,14,46,3,Yes,33,1,6,8,1,Yes,No
37,2,11,77,5,Yes,50,3,10,1,7,Yes,No
31,2,25,12,5,Yes,41,2,19,54,2,Yes,No
33,3,31,68,9,Yes,24,3,15,28,7,Yes,No
40,3,32,38,6,Yes,34,1,24,28,7,Yes,No
33,3,4,20,8,Yes,24,1,29,52,8,Yes,No
41,1,25,78,3,Yes,37,3,37,60,5,Yes,No
32,1,12,10,7,Yes,53,3,29,22,7,Yes,No
33,2,2,62,9,Yes,30,2,16,86,3,Yes,No
52,3,30,13,8,Yes,48,1,16,7,1,Yes,No
38,3,17,70,3,Yes,19,1,20,99,5,Yes,No
48,3,5,42,1,Yes,48,2,36,41,4,Yes,No
29,1,9,23,8,Yes,58,1,32,88,8,Yes,No
47,2,5,94,3,Yes,39,2,2,53,1,Yes,No
19,3,7,5,4,Yes,42,1,24,54,6,Yes,No
32,1,30,42,3,Yes,31,1,30,56,1,Yes,No
26,3,19,11,1,Yes,25,2,27,46,2,Yes,No
34,1,31,97,4,Yes,19,1,28,69,2,Yes,No
55,3,34,5,7,Yes,51,2,8,7,5,Yes,No
42,2,19,42,3,Yes,20,2,18,22,8,Yes,No
51,3,11,4,8,Yes,36,2,20,25,8,Yes,No
43,3,3,75,3,Yes,55,1,19,67,3,Yes,No
32,2,6,26,4,Yes,29,2,13,3,7,Yes,No
47,2,39,54,6,Yes,41,1,18,82,6,Yes,No
24,1,21,56,1,Yes,27,3,22,66,4,Yes,No
41,3,17,80,1,Yes,49,3,11,24,5,Yes,No
58,2,38,85,6,Yes,56,2,15,12,5,Yes,No
50,2,35,41,5,Yes,22,3,35,42,1,Yes,No
26,1,1,52,2,Yes,51,2,11,98,7,Yes,No
58,3,1,2,3,Yes,50,1,2,24,9,Yes,No
31,1,3,30,7,Yes,50,2,31,70,5,Yes,No
31,1,9,97,4,Yes,42,2,35,2,7,Yes,No
50,2,38,49,4,Yes,55,3,20,59,9,Yes,No
35,1,33,66,5,Yes,59,1,35,28,6,Yes,No
21,3,37,71,4,Yes,49,2,11,78,4,Yes,No
37,3,31,55,1,Yes,22,1,23,11,2,Yes,No
40,1,21,55,9,Yes,37,2,28,45,1,Yes,No
33,1,17,16,9,Yes,18,2,10,50,3,Yes,No
43,1,4,78,5,Yes,37,2,14,96,4,Yes,No
41,2,23,84,2,Yes,50,2,39,92,3,Yes,No
59,3,25,48,4,Yes,58,3,14,39,9,Yes,No
33,1,33,80,4,Yes,54,2,7,39,7,Yes,No
51,3,32,28,2,Yes,41,3,17,49,6,Yes,No
36,3,29,11,7,Yes,48,2,0,37,7,Yes,No
56,1,36,32,3,Yes,22,2,17,61,7,Yes,No
26,1,18,33,9,Yes,23,2,6,91,3,Yes,No
58,1,10,96,2,Yes,36,1,36,81,6,Yes,No
47,2,24,3,5,Yes,59,3,0,90,9,Yes,No
42,2,3,19,7,Yes,48,1,28,76,4,Yes,No
55,1,27,22,2,Yes,48,3,36,30,9,Yes,No
52,2,16,2,6,Yes,43,3,18,91,3,Yes,No
48,2,27,45,5,Yes,55,3,9,46,2,Yes,No
41,2,15,12,2,Yes,34,3,9,60,5,Yes,No
38,3,10,56,7,Yes,27,1,1,40,8,Yes,No
21,2,11,24,6,Yes,48,1,31,55,8,Yes,No
34,2,17,61,1,Yes,43,2,21,32,9,Yes,No
19,1,12,53,3,Yes,49,3,27,33,3,Yes,No
20,3,29,1,7,Yes,19,1,15,62,4,Yes,No
32,2,25,47,7,Yes,47,2,34,42,2,Yes,No
24,3,33,80,3,Yes,29,3,8,9,2,Yes,No
30,1,18,31,8,Yes,30,2,29,53,2,Yes,No
50,3,35,52,3,Yes,39,3,31,80,3,Yes,No
55,3,18,92,4,Yes,56,2,8,46,3,Yes,No
38,1,18,78,8,Yes,48,1,24,65,8,Yes,No
49,3,7,12,8,Yes,53,3,5,39,4,Yes,No
27,1,2,21,8,Yes,40,2,28,27,1,Yes,No
18,2,23,17,8,Yes,34,2,4,44,1,Yes,No
38,3,9,5,6,Yes,40,2,20,75,8,Yes,No
43,3,29,6,2,Yes,39,1,39,66,4,Yes,No
34,3,30,41,6,Yes,58,3,7,16,8,Yes,No
39,1,12,10,9,Yes,47,1,36,56,7,Yes,No
55,2,4,64,1,Yes,50,3,32,57,9,Yes,No
43,1,21,44,4,Yes,30,2,8,55,7,Yes,No
57,3,36,26,3,Yes,27,2,29,29,8,Yes,Yes
40,2,22,79,5,Yes,52,3,21,29,1,Yes,No
20,2,0,80,9,Yes,42,3,36,69,8,Yes,No
48,1,17,82,7,Yes,44,1,8,84,9,Yes,No
26,2,24,14,6,Yes,22,3,23,23,1,Yes,No
35,2,24,41,2,Yes,53,2,2,28,5,Yes,No
51,3,31,84,1,Yes,32,3,0,36,2,Yes,No
50,3,18,26,1,Yes,31,2,30,9,7,Yes,No
23,2,6,89,5,Yes,40,2,19,28,5,Yes,Yes
29,1,8,37,4,Yes,43,1,0,28,4,Yes,No
56,1,4,31,9,Yes,34,1,10,91,7,Yes,No
54,1,29,90,8,Yes,25,1,37,10,1,Yes,No
18,1,3,6,5,Yes,36,1,10,38,3,Yes,No
53,1,14,72,9,Yes,46,2,28,6,6,Yes,No
40,3,23,52,6,Yes,47,3,34,21,2,Yes,No
53,3,23,75,4,Yes,35,3,35,75,1,Yes,No
30,2,17,53,1,Yes,31,2,25,48,5,Yes,No
30,3,9,37,1,Yes,38,3,19,82,6,Yes,No
51,3,15,14,3,Yes,38,1,9,43,6,Yes,No
32,3,32,24,7,Yes,19,3,27,91,1,Yes,No
47,3,8,86,5,Yes,23,3,17,32,1,Yes,No
52,2,10,18,8,Yes,19,1,0,2,1,Yes,No
36,3,34,8,6,Yes,55,3,9,97,5,Yes,No
57,1,10,52,5,Yes,22,3,17,85,8,Yes,No
26,3,24,64,6,Yes,30,1,4,72,9,Yes,No
27,2,13,94,3,Yes,51,3,19,55,1,Yes,No
